,Job Title,Job Salary,Key Skills,Role Category,Location,Functional Area,Industry,Role
2729, Opening For Business Development Executive | Fresher May Apply, Handsome Salary + Unlimited Incentive ,"[' PMP', ' ITIL', ' US Sales']",['Institutional Sales'],['Noida'],"['Sales ', ' Retail ', ' Business Development']","['Education', ' Teaching', ' Training']",Sales Executive/Officer
2730, International Bpo Outbound Web sales, Not Disclosed by Recruiter ,"[' process', ' B2B', ' Customer Care Executive', ' Web technologies', ' Outbound process', ' cce', ' US shift', ' International BPO']",['Voice'],['Kolkata'],"['ITES ', ' BPO ', ' KPO ', ' LPO ', ' Customer Service ', ' Operations']","['IT-Software', ' Software Services']",Associate/Senior Associate -(NonTechnical)
2731, Immediate Requirement - P2P Process - Adecco India, Not Disclosed by Recruiter ,"[' accounts payable', ' P2P']",['Voice'],['Chennai'],"['ITES ', ' BPO ', ' KPO ', ' LPO ', ' Customer Service ', ' Operations']","['BPO', ' Call Centre', ' ITeS']",Associate/Senior Associate -(NonTechnical)
2732, Sales Executive, Not Disclosed by Recruiter ,"[' customer profiling', ' market research', ' sales executive', ' marketing executive', ' distributors', ' sales strategy', ' Business Development']",['Retail Sales'],['Bengaluru'],"['Sales ', ' Retail ', ' Business Development']","['Recruitment', ' Staffing']",Sales Executive/Officer
2733, Home based data entry, Not Disclosed by Recruiter ,"[' Help Desk', ' Customer Service', ' customer relationship', ' access controls', ' Asset Management', ' Vendor Management']",['Other'],['Hyderabad'],"['ITES ', ' BPO ', ' KPO ', ' LPO ', ' Customer Service ', ' Operations']","['Strategy', ' Management Consulting Firms']",Fresher
2734, Customer Service Associate need for Tech Sales, Not Disclosed by Recruiter ,"[' Outbound', ' Customer Service Associate', ' Technical support', ' English', ' Domestic BPO', ' Antivirus', ' Troubleshooting', ' Recruitment', ' Comp']",['Retail Sales'],['Kolkata'],"['Sales ', ' Retail ', ' Business Development']","['IT-Software', ' Software Services']",Sales Executive/Officer
2735, Assistant Manager/ Manager - Corporate Sales," 1,00,000 - 3,50,000 PA. ","[' international sales', ' enterprise sales', ' cold calling', ' space selling', ' channel sales', ' business development', ' concept selling', ' corporate sales', ' sales', ' solution selling', ' banking sales', ' lead generation', ' insurance sales', ' management trainee']",['Retail Sales'],['Kolkata'],"['Sales ', ' Retail ', ' Business Development']","['Retail', ' Wholesale']",Sales/Business Development Manager
2736, Walkin Walkout with an Offer Letter just 2round of Interview cal Aishu," 1,25,000 - 3,75,000 PA. ","[' international call center', ' international voice process', ' bpo', ' calling', ' communication skills', ' mnc', ' customer service', ' customer service executive', ' customer care', ' csr', ' international bpo', ' international voice', ' Inbound Process', ' outbound process']",['Voice'],['Bengaluru'],"['ITES ', ' BPO ', ' KPO ', ' LPO ', ' Customer Service ', ' Operations']","['BPO', ' Call Centre', ' ITeS']",Associate/Senior Associate -(NonTechnical)
2737, Hiring Freshers For International Voice Process : Tech Mahindrabs, Not Disclosed by Recruiter ,"[' inbound process', ' bpo fresher', ' voice support', ' customer service', ' outbound sales', ' sales advisor']",['Voice'],['Pune'],"['ITES ', ' BPO ', ' KPO ', ' LPO ', ' Customer Service ', ' Operations']","['BPO', ' Call Centre', ' ITeS']",Associate/Senior Associate -(NonTechnical)
2738, HCL Bserv is Hiring CA/ CMA Freshers for one of our Banking Clients," 3,75,000 - 5,50,000 PA. ","[' rwa', ' basel iii', ' finance', ' market risk', ' credit risk', ' derivatives', ' regulatory reporting', ' banking products', ' ca', ' cma', ' icwa', ' cwa']",['Accounts'],['Noida'],"['Accounts ', ' Finance ', ' Tax ', ' Company Secretary ', ' Audit']","['BPO', ' Call Centre', ' ITeS']",Accounts Executive/Accountant
2739, Walkin For Customer Service For Noida Location," 2,00,000 - 2,75,000 PA. ","[' Grievance Handling', ' Communication Skills', ' Insurance Claims', ' Customer Service Management', ' Voice Process', ' Health Insurance']",['Voice'],['Noida'],"['ITES ', ' BPO ', ' KPO ', ' LPO ', ' Customer Service ', ' Operations']",['Insurance'],Associate/Senior Associate -(NonTechnical)
2740, Team Lead, Not Disclosed by Recruiter ,"[' spring boot', ' Oracle', ' Spring', ' PDF', ' Javascript', ' J2Ee', ' angularjs']",['Programming & Design'],['Hyderabad'],"['IT Software - Application Programming ', ' Maintenance']","['IT-Software', ' Software Services']",Team Lead/Technical Lead
2741, Tracxn - Sector Specialist ( Fresher), Not Disclosed by Recruiter ,"[' Business Research', ' Secondary Research', ' Industry Research', ' Investment Research', ' Market Intelligence', ' Analyst', ' Research', ' Startup', ' Market Research', ' Market Analysis', ' Company Research', ' Company Analysis', ' Business Analysis', ' Industry Analysis', ' Qualitative Research']","['Corporate Planning', 'Consulting', 'Strategy']",['Bengaluru'],"['Strategy ', ' Management Consulting ', ' Corporate Planning']","['KPO', ' Research', ' Analytics']",Business Analyst
2742, Graphic Designer Intern/ Fresher (fluent English Communicatoin Skill)," 1,00,000 - 1,25,000 PA. ","[' Photoshop', ' Illustrator', ' Corel Draw', ' Graphic Designing', ' Marketing Campaigns', ' Design', ' Social Media', ' Communication Skills']",['Creative'],['Pune (senapati bapat road) '],"['Design ', ' Creative ', ' User Experience']","['Advertising', ' PR', ' MR', ' Event Management']",Graphic Designer
2743, Hyderabad-Quality-Engineer-1, Not Disclosed by Recruiter ,"[' SQL', ' Javascript', ' Linux', ' Perl', ' Windows', ' Android', ' Python', ' Database administration', ' Graphics', ' Test cases']",['Programming & Design'],['Hyderabad'],['IT Software - QA & Testing'],"['Telcom', ' ISP']",Software Developer
2744, Junior Psycho-oncologist - Chennai, Not Disclosed by Recruiter ,"[' Training', ' Counselling', ' Teaching']",['Medical Professional'],['Chennai'],"['Medical ', ' Healthcare ', ' R&D ', ' Pharmaceuticals ', ' Biotechnology']","['Medical', ' Healthcare', ' Hospitals']",Psychiatrist
2745,Genpact Walk-in Drive For Backend / Non-voice Process ll 8th-9th July,Openings: 30,"['insurance', 'bpo', 'non voice process', 'telecaller', 'mnc', 'inbound', 'back office', 'call center', 'banking', 'domestic', 'fresher', 'voice process', 'Office Coordinator', 'front office', 'mis', 'outbound', 'calling', 'backend', 'non voice', 'data entry']","['Back Office', 'Web', 'Transaction Processing']","['Gurgaon', 'Noida']","['ITES ', ' BPO ', ' KPO ', ' LPO ', ' Customer Service ', ' Operations']",['BPO / Call Centre / ITES'],Associate/Senior Associate -(NonTechnical)
2746, Ground Staff Job at Delhi Airport ( Delhi -jaipur-chandigarh-lucknow, Not Disclosed by Recruiter ,"[' BPO', ' ground staff activities', ' arrivals', ' Ground Handling', ' customer service', ' Airport Operation', ' aviation', ' airport', ' ticketing', ' Fresher', ' Call Center']",['Airline'],"['Delhi ncr', 'Dehradun', 'Jaipur']","['Travel ', ' Tours ', ' Ticketing ', ' Airlines']","['Travel ', ' Hotels ', ' Restaurants ', ' Airlines ', ' Railways']",Ground Staff
2747, Job Opening For Business Development Executive...! Bangalore, Not Disclosed by Recruiter ,"[' Outbound', ' Business Development', ' International Voice', ' sales']",['Retail Sales'],['Bengaluru'],"['Sales ', ' Retail ', ' Business Development']","['IT-Software', ' Software Services']",Sales Executive/Officer
2748, Hiring Fresher's For Google Places / Voice Process / SAL 22K / Gurgaon," 2,50,000 - 3,00,000 PA. ","[' bpo', ' upselling', ' btech', ' google adwords', ' adobe', ' google', ' call center', ' google maps', ' customer support', ' dell', ' fresher', ' technical support', ' voice process', ' b2b', ' cognizant', ' fixed off', ' ibm', ' client support', ' international', ' client service']",['Voice'],['Gurgaon'],"['ITES ', ' BPO ', ' KPO ', ' LPO ', ' Customer Service ', ' Operations']","['BPO', ' Call Centre', ' ITeS']",Associate/Senior Associate -(NonTechnical)
2749, Golden Chance For Fresher- On roll Job- Kotak Mahindra Bank- Delhi NCR," 1,75,000 - 2,00,000 PA. ","[' retail sales', ' c', ' current account', ' process', ' who', ' level', ' relationship', ' local', ' direct sales', ' business executive', ' casa', ' credit cards', ' insurance', ' sales', ' b2b sales', ' sales officer', ' Field Sales', ' field marketing']",['Retail Sales'],"['Delhi ncr', 'Delhi', 'Faridabad', 'Noida']","['Sales ', ' Retail ', ' Business Development']","['Banking', ' Financial Services', ' Broking']",Sales/Business Development Manager
2750, Hiring Freshers For BPO / Inbound and Outbound Process," 1,25,000 - 2,50,000 PA. ","[' bpo', ' domestic bpo', ' international bpo', ' inbound', ' outbound process', ' call center', ' international process', ' fresher', ' voice process', ' bpo fresher']",['Other'],"['Delhi ncr', 'Gurgaon', 'Noida']","['ITES ', ' BPO ', ' KPO ', ' LPO ', ' Customer Service ', ' Operations']","['BPO', ' Call Centre', ' ITeS']",Fresher
2751, Customer Relations Executive, Not Disclosed by Recruiter ,"[' Voice process', ' Customer relationship', ' Customer support', ' Customer Relation Executive', ' Trade', ' Basic', ' Technical Support Executive', ' Management', ' Technical support']",['Other'],['Chennai'],"['ITES ', ' BPO ', ' KPO ', ' LPO ', ' Customer Service ', ' Operations']","['IT-Software', ' Software Services']",Fresher
2752, Consultant Medical Gastroenterologist - DM / DNB - Delhi / NCR, Salary Negotiable ,"[' dnb', ' consultant', ' medical college']",['Medical Professional'],['Delhi ncr'],"['Medical ', ' Healthcare ', ' R&D ', ' Pharmaceuticals ', ' Biotechnology']","['Medical', ' Healthcare', ' Hospitals']",Hepatologist
2753, Customer Support Executive, Not Disclosed by Recruiter ,"[' Customer Service', ' customer care', ' customer relation', ' client relation', ' BPO']",['Voice'],['Gurgaon (sohna road) '],"['ITES ', ' BPO ', ' KPO ', ' LPO ', ' Customer Service ', ' Operations']","['Internet', ' Ecommerce']",Associate/Senior Associate -(NonTechnical)
2754, Hiring Consultant Physician (mbbs/ MD General Medicine) | Part time, Not Disclosed by Recruiter ,"[' mbbs', ' general medicine', ' part time']",['Medical Professional'],"['Hyderabad', 'Visakhapatnam']","['Medical ', ' Healthcare ', ' R&D ', ' Pharmaceuticals ', ' Biotechnology']","['Medical', ' Healthcare', ' Hospitals']",Medical Officer
2755, Wanted Interventional Radiologists in Reputed Hospital, Not Disclosed by Recruiter ,"[' mri', ' ms', ' radiologist', ' imaging', ' ultrasound', ' doctor', ' ct', ' fresher', ' diagnostics', ' md', ' dnb', ' investigation', ' hospital']",['Medical Professional'],"['Mangalore', 'Bengaluru', 'Dubai/ uae']","['Medical ', ' Healthcare ', ' R&D ', ' Pharmaceuticals ', ' Biotechnology']","['Medical', ' Healthcare', ' Hospitals']",Radiologist
2756, Hardware Installation and Support Engineer, Not Disclosed by Recruiter ,"[' presentation skills', ' communication skills', ' satellite communication']",['Engineering Design'],['Bengaluru (whitefield) '],"['Engineering Design ', ' R&D']","['Aviation', ' Aerospace', ' Aeronautical']",Design Engineer
2757, PHP Developer, Not Disclosed by Recruiter ,"[' MySQL', ' Javascript', ' PHP', ' OOPS', ' Database', ' bootstrap', ' CSS3']",['Programming & Design'],['Ahmedabad'],"['IT Software - Application Programming ', ' Maintenance']","['IT-Software', ' Software Services']",Software Developer
2758, Customer Care Executive, Not Disclosed by Recruiter ,"[' Customer support', ' PDF', ' Customer Care Executive', ' Business Executive']",['Voice'],['Gurgaon'],"['ITES ', ' BPO ', ' KPO ', ' LPO ', ' Customer Service ', ' Operations']","['Banking', ' Financial Services', ' Broking']",Associate/Senior Associate -(NonTechnical)
2759, Web Designing Internship With Live Project, Not Disclosed by Recruiter ,"[' Web Technologies', ' Web Designing']",['Other'],['Hyderabad (madhapur) '],"['IT Software - Application Programming ', ' Maintenance']","['IT-Software', ' Software Services']",Fresher
2760," Medical Coding Job(fresher Ug/pg) Pharm,lifescience,be(biotech&biomed)"," 2,75,000 - 4,00,000 PA. ","[' genetic', ' lifescience', ' gnm', ' nursing', ' dietitian', ' anesthesia', ' medical coder', ' biochemistry', ' bioinformatics', ' staff nurse']",['Medical Professional'],"['Chennai', 'Salem', 'Trivandrum']","['Medical ', ' Healthcare ', ' R&D ', ' Pharmaceuticals ', ' Biotechnology']","['Medical', ' Healthcare', ' Hospitals']",Intern
2761, Ambitious To earn Homebased 25k per Month Using Laptop," 3,25,000 - 6,50,000 PA. ","[' Hiring', ' HR', ' Digital Marketing', ' Recruitment']","['HR', ' Recruitment ', ' IR']","['Delhi ncr', 'Gurgaon']","['HR ', ' Recruitment ', ' Administration ', ' IR']","['Travel ', ' Hotels ', ' Restaurants ', ' Airlines ', ' Railways']",Recruitment Manager
2762, Fabric Merchandiser, Not Disclosed by Recruiter ,"[' E-commerce', ' Merchandising']",['Designer'],['Bengaluru'],"['Fashion Designing ', ' Merchandising']","['Industrial Products', ' Heavy Machinery']",Merchandiser
2763, Job Opportunity for Digital Marketing Executive," 1,25,000 - 4,00,000 PA. ","[' online marketing', ' Google Analytics', ' search engine optimization', ' Google AdWords', ' Social Media Marketing', ' SEO']",['Other'],['Hyderabad'],"['HR ', ' Recruitment ', ' Administration ', ' IR']","['Recruitment', ' Staffing']",Other
2764, Marketing Executive," 3,00,000 - 4,00,000 PA. ","[' insurance', ' loans', ' area sales manager', ' business development', ' business development manager', ' sales', ' relationship manager', ' marketing', ' b2b sales', ' sales manager', ' b2b marketing', ' credit cards', ' marketing manager']",['Retail Sales'],"['Delhi ncr', 'Gurgaon', 'Noida']","['Sales ', ' Retail ', ' Business Development']","['Advertising', ' PR', ' MR', ' Event Management']",Sales Executive/Officer
2765, Need Freshers for Customer Support Associate, Not Disclosed by Recruiter ,"[' English', ' Customer Support Associate', ' Com', ' Education', ' MIN']",['Training'],['Mumbai'],"['ITES ', ' BPO ', ' KPO ', ' LPO ', ' Customer Service ', ' Operations']","['Recruitment', ' Staffing']",Voice & Accent Trainer
2766, Journal Editorial Officer, Not Disclosed by Recruiter ,"[' Political science', ' Sociology', ' Technical support', ' Economics', ' Chemistry', ' Biology', ' Management', ' Editor']",['Voice'],['Chennai'],"['ITES ', ' BPO ', ' KPO ', ' LPO ', ' Customer Service ', ' Operations']","['Recruitment', ' Staffing']",Associate/Senior Associate -(NonTechnical)
2767, Urgent Opening For Field Sales Executive., Not Disclosed by Recruiter ,"[' Sales', ' business development executive', ' Sales Executive']",['Retail Sales'],['Mumbai'],"['Sales ', ' Retail ', ' Business Development']","['Education', ' Teaching', ' Training']",Sales Executive/Officer
2768," Preschool Teacher - Females Only - Airoli, Vasant Vihar (thane)"," 90,000 - 1,00,000 PA. ","[' preschool', ' montessori', ' teaching', ' pimpri']",['Teachers'],"['Mumbai', 'Navi mumbai', 'Thane']","['Teaching ', ' Education ', ' Training ', ' Counselling']","['Education', ' Teaching', ' Training']",Nursery Teacher
2769, Trainees, Not Disclosed by Recruiter ,"[' Networking', ' Servicing', ' computer servicing']",['Other'],['Bengaluru'],"['IT Software - Application Programming ', ' Maintenance']","['IT-Software', ' Software Services']",Trainee
2770, Huge opening for Telecom process, Not Disclosed by Recruiter ,"[' Telecom', ' process', ' Comp', ' Typing', ' Outbound process', ' Spot', ' Domestic BPO', ' Presentable', ' Bonus', ' Interviewing']",['Voice'],['Kolkata'],"['ITES ', ' BPO ', ' KPO ', ' LPO ', ' Customer Service ', ' Operations']","['IT-Software', ' Software Services']",Associate/Senior Associate -(NonTechnical)
2771, Physician Partner," 2,50,000 - 4,00,000 PA. ",[' Bds'],['R&D'],['Mumbai'],"['Medical ', ' Healthcare ', ' R&D ', ' Pharmaceuticals ', ' Biotechnology']","['Pharma', ' Biotech', ' Clinical Research']",Clinical Research Manager
